GO-ID,Term,TestSeqs
GO:0043232,intracellular non-membrane-bounded organelle,"TR33683|c0_g1_i1, TR37872|c1_g1_i2, TR38338|c9_g1_i1, TR30123|c0_g1_i2, TR27816|c0_g1_i1, TR40230|c2_g1_i4, TR33319 RPS40|c2_g2_i1, TR27151|c0_g1_i1, TR34355|c0_g1_i1, TR30549|c0_g1_i1, TR36904|c3_g1_i3, TR39760 H/ACA 1|c2_g3_i15, TR35124 H/ACA 4|c8_g1_i1, TR33628 IMP4|c0_g2_i2, TR40154|c1_g2_i2, TR36131|c0_g1_i1, TR29389|c2_g1_i1, TR35605|c0_g2_i1, TR28748 RRS1|c0_g1_i1, TR36654|c4_g1_i1, TR37518|c2_g3_i1, TR40193 UTP15|c1_g7_i9, TR29418|c1_g1_i1, TR29708 RPL17|c0_g1_i1, TR36417|c4_g1_i1, TR29238|c0_g1_i2, TR37598 NOC4|c3_g1_i1, TR35593 RPS3|c5_g3_i3, TR29743 Unch|c0_g1_i1, TR29410 MRTO4|c0_g2_i2, TR32931 RRP36|c0_g1_i1, TR38404 RUVBL1|c6_g1_i1, TR35362 RPS15|c2_g4_i1, TR36354|c5_g1_i1, TR34884 PES|c1_g2_i1, TR39442 BOP1|c5_g2_i3, TR33771|c0_g1_i1, TR40247 RPS3A|c0_g2_i1, TR35285|c0_g1_i4, TR36253|c3_g1_i1, TR37689|c5_g1_i2, TR29352 Nol9|c0_g1_i1, TR25827 TOM20|c0_g1_i1, TR33182|c0_g1_i1, TR36369|c0_g1_i2, TR36988|c9_g2_i1, TR26710|c1_g1_i1, TR33893|c0_g1_i1, TR31283 RPL11 RPL11|c0_g1_i1, TR36184|c0_g2_i4, TR39575 TDW40|c3_g1_i7, TR34960 RTCA|c0_g1_i1, TR36027 PWP2PWP2|c1_g2_i1, TR34651 RPS11|c2_g2_i5, TR30122|c1_g2_i4, TR39623|c2_g2_i1, TR38193|c2_g3_i1, TR30370|c0_g1_i1, TR24169|c0_g1_i1, TR28722 RPL13A|c0_g1_i1, TR39029|c1_g1_i5, TR32785 RPL10A|c0_g1_i2, TR3156 RPS40|c0_g1_i1, TR32273 RPL17B|c2_g1_i1, TR32052 TDW40|c1_g1_i2, TR26407|c0_g1_i1, TR39610 GTPBP4|c0_g1_i7, TR31599|c2_g1_i1, TR25596|c0_g1_i1, TR19124|c0_g1_i1, TR43502|c0_g1_i1, TR27633|c0_g1_i1, TR30236 EBP2|c1_g1_i2"
GO:0043228,non-membrane-bounded organelle,"TR33683|c0_g1_i1, TR37872|c1_g1_i2, TR38338|c9_g1_i1, TR30123|c0_g1_i2, TR27816|c0_g1_i1, TR40230|c2_g1_i4, TR33319 RPS40|c2_g2_i1, TR27151|c0_g1_i1, TR34355|c0_g1_i1, TR30549|c0_g1_i1, TR36904|c3_g1_i3, TR39760 H/ACA 1|c2_g3_i15, TR35124 H/ACA 4|c8_g1_i1, TR33628 IMP4|c0_g2_i2, TR40154|c1_g2_i2, TR36131|c0_g1_i1, TR29389|c2_g1_i1, TR35605|c0_g2_i1, TR28748 RRS1|c0_g1_i1, TR36654|c4_g1_i1, TR37518|c2_g3_i1, TR40193 UTP15|c1_g7_i9, TR29418|c1_g1_i1, TR29708 RPL17|c0_g1_i1, TR36417|c4_g1_i1, TR29238|c0_g1_i2, TR37598 NOC4|c3_g1_i1, TR35593 RPS3|c5_g3_i3, TR29743 Unch|c0_g1_i1, TR29410 MRTO4|c0_g2_i2, TR32931 RRP36|c0_g1_i1, TR38404 RUVBL1|c6_g1_i1, TR35362 RPS15|c2_g4_i1, TR36354|c5_g1_i1, TR34884 PES|c1_g2_i1, TR39442 BOP1|c5_g2_i3, TR33771|c0_g1_i1, TR40247 RPS3A|c0_g2_i1, TR35285|c0_g1_i4, TR36253|c3_g1_i1, TR37689|c5_g1_i2, TR29352 Nol9|c0_g1_i1, TR25827 TOM20|c0_g1_i1, TR33182|c0_g1_i1, TR36369|c0_g1_i2, TR36988|c9_g2_i1, TR26710|c1_g1_i1, TR33893|c0_g1_i1, TR31283 RPL11|c0_g1_i1, TR36184|c0_g2_i4, TR39575 TDW40|c3_g1_i7, TR34960 RTCA|c0_g1_i1, TR36027 PWP2|c1_g2_i1, TR34651 RPS11|c2_g2_i5, TR30122|c1_g2_i4, TR39623|c2_g2_i1, TR38193|c2_g3_i1, TR30370|c0_g1_i1, TR24169|c0_g1_i1, TR28722 RPL13A|c0_g1_i1, TR39029|c1_g1_i5, TR32785 RPL10A|c0_g1_i2, TR3156 RPS40|c0_g1_i1, TR32273 RPL17B|c2_g1_i1, TR32052 TDW40|c1_g1_i2, TR26407|c0_g1_i1, TR39610 GTPBP4|c0_g1_i7, TR31599|c2_g1_i1, TR25596|c0_g1_i1, TR19124|c0_g1_i1, TR43502|c0_g1_i1, TR27633|c0_g1_i1, TR30236 EBP2|c1_g1_i2"
GO:0006221,pyrimidine nucleotide biosynthetic process,"TR31145|c0_g1_i1, TR36254|c5_g2_i1, TR39782|c1_g1_i2, TR37946|c1_g1_i1, TR35210|c1_g1_i1, TR38048 PRMT3|c1_g1_i1, TR29716|c1_g1_i1, TR32557|c1_g1_i3, TR37598 NOC4|c3_g1_i1, TR29743 Unch|c0_g1_i1, TR32352|c0_g1_i1, TR33348 Unch Unch|c0_g1_i1, TR33579|c1_g1_i1, TR36027 PWP2|c1_g2_i1, TR30033|c0_g1_i1, TR40327|c7_g1_i2, TR34645 TDW40|c0_g1_i1, TR38572 TCP-1|c4_g2_i4, TR25564 GMPS|c0_g1_i1, TR34801|c2_g1_i3, TR29026|c1_g1_i2"
GO:0044464,cell part,"TR36427 Unch|c2_g1_i1, TR28381|c0_g1_i1, TR25074|c0_g2_i1, TR39186 A.A.|c4_g1_i1, TR37703|c2_g1_i3, TR36430|c2_g1_i1, TR37297|c2_g2_i1, TR29870|c1_g1_i1, TR35971|c0_g1_i4, TR27592|c0_g1_i3, TR37167|c1_g1_i1, TR39193|c0_g1_i6, TR28528|c0_g1_i1, TR39760 H/ACA 1|c2_g3_i15, TR38572 TCP-1|c4_g2_i4, TR29353|c0_g1_i1, TR34801|c2_g1_i3, TR37185|c6_g1_i1, TR33628 IMP4|c0_g2_i2, TR40154|c1_g2_i2, TR26451|c0_g1_i1, TR16232|c0_g1_i1, TR35340|c1_g1_i1, TR33104|c0_g1_i11, TR38551|c0_g2_i1, TR5709|c0_g1_i1, TR33008|c1_g1_i3, TR32513|c1_g1_i1, TR40293 RPL27|c2_g1_i2, TR22373 RPS40|c0_g1_i1, TR37598 NOC4|c3_g1_i1, TR26541|c0_g1_i2, TR37978|c0_g2_i4, TR29410 MRTO4|c0_g2_i2, TR39388|c1_g1_i5, TR27405|c0_g1_i1, TR40247 RPS3A|c0_g2_i1, TR25564 GMPS|c0_g1_i1, TR35513|c1_g1_i1, TR25827 TOM20|c0_g1_i1, TR38924|c2_g2_i1, TR34087|c0_g1_i1, TR32157|c1_g1_i2, TR32699 Unch|c1_g1_i2, TR21787|c0_g1_i1, TR37695|c5_g1_i4, TR37875|c6_g1_i5, TR29716|c1_g1_i1, TR30587|c0_g1_i2, TR33348 Unch|c0_g1_i1, TR39062|c1_g1_i3, TR33915 Unch|c0_g1_i1, TR30149|c0_g1_i1, TR28541|c0_g2_i1, TR25535|c0_g2_i1, TR24830 RPL36|c0_g1_i1, TR35592|c0_g1_i1, TR30085 RPL15|c0_g1_i2, TR28561|c0_g1_i1, TR24169|c0_g1_i1, TR28722 RPL13A|c0_g1_i1, TR31595|c0_g1_i2, TR37653|c2_g1_i1, TR36200 Trm2|c0_g1_i4, TR32536|c0_g2_i1, TR39563|c6_g3_i1, TR32052 TDW40|c1_g1_i2, TR30767|c0_g1_i1, TR32498|c0_g2_i11, TR31548|c0_g1_i3, TR31599|c2_g1_i1, TR13839|c0_g1_i2, TR34847|c1_g1_i1, TR38990|c4_g1_i3, TR19124|c0_g1_i1, TR37872|c1_g1_i2, TR31408 RPL12|c2_g2_i1, TR38048 PRMT3|c1_g1_i1, TR36504|c2_g1_i25, TR33319 RPS40|c2_g2_i1, TR28341|c0_g1_i1, TR37110 RPL23A|c0_g1_i2, TR31469|c0_g1_i1, TR31178|c1_g3_i1, TR36904|c3_g1_i3, TR28329|c0_g1_i1, TR39544|c4_g1_i1, TR37054 RPLP2|c1_g2_i1, TR40193 UTP15|c1_g7_i9, TR36012 Unch|c5_g1_i6, TR36107|c3_g1_i1, TR32614|c1_g1_i2, TR31640|c0_g1_i2, TR31043|c1_g1_i1, TR22243|c0_g1_i1, TR39285|c0_g1_i1, TR33215|c0_g1_i1, TR32931 RRP36|c0_g1_i1, TR31675 PNPT1|c0_g1_i1, TR36354|c5_g1_i1, TR34884 PES|c1_g2_i1, TR33771|c0_g1_i1, TR29146|c1_g1_i2, TR35285|c0_g1_i4, TR29352 Nol9|c0_g1_i1, TR27814 RPL24A|c0_g2_i1, TR40157|c0_g1_i14, TR29079|c0_g1_i1, TR31755|c0_g1_i2, TR35841|c0_g1_i1, TR36369|c0_g1_i2, TR33943|c2_g1_i1, TR36988|c9_g2_i1, TR34868|c0_g1_i3, TR26710|c1_g1_i1, TR37257|c1_g2_i2, TR34605|c0_g1_i1, TR29667 rpmA|c0_g1_i1, TR23655|c0_g2_i1, TR39575 TDW40|c3_g1_i7, TR34960 RTCA|c0_g1_i1, TR31663|c0_g1_i1, TR36027 PWP2|c1_g2_i1, TR32026|c0_g1_i1, TR30805 snRNP|c0_g1_i2, TR24634|c0_g1_i1, TR21747|c0_g2_i1, TR31787|c2_g1_i1, TR29321|c0_g1_i1, TR34529|c2_g1_i3, TR30122|c1_g2_i4, TR5831 RPL6|c0_g2_i2, TR39623|c2_g2_i1, TR30312 rps21|c0_g1_i1, TR36259 NIP7|c4_g1_i4, TR31603 RPS12|c0_g1_i2, TR32785 RPL10A|c0_g1_i2, TR31145|c0_g1_i1, TR34862|c3_g1_i1, TR36544|c0_g1_i1, TR32744|c0_g1_i1, TR27858|c0_g1_i2, TR30236 EBP2|c1_g1_i2, TR20841|c0_g1_i2, TR30123|c0_g1_i2, TR36093 UGP2|c2_g1_i3, TR14135|c0_g1_i1, TR26292 RPS30A|c0_g1_i1, TR25390 RPL11A|c0_g1_i1, TR29442|c0_g1_i1, TR25583|c0_g1_i1, TR27151|c0_g1_i1, TR34823|c1_g1_i3, TR28490|c0_g2_i1, TR37793|c3_g1_i2, TR33174 RPL32A|c0_g1_i1, TR31882|c0_g1_i1, TR30321|c1_g1_i1, TR19143|c0_g1_i1, TR33036|c4_g1_i1, TR29593|c0_g1_i1, TR36131|c0_g1_i1, TR28748 RRS1|c0_g1_i1, TR36654|c4_g1_i1, TR32972 HypCitrus|c0_g1_i1, TR29418|c1_g1_i1, TR36417|c4_g1_i1, TR37946|c1_g1_i1, TR29238|c0_g1_i2, TR31457|c0_g1_i3, TR33632|c6_g2_i3, TR35593 RPS3|c5_g3_i3, TR29743 Unch|c0_g1_i1, TR38404 RUVBL1|c6_g1_i1, TR40164|c4_g3_i5, TR34948|c5_g4_i7, TR39042|c1_g3_i4, TR39442 BOP1|c5_g2_i3, TR30189 RPL9|c0_g1_i2, TR38339 RPS26|c0_g1_i2, TR31836 RPL23a|c0_g1_i4, TR36066|c0_g1_i1, TR36253|c3_g1_i1, TR37689|c5_g1_i2, TR24707|c0_g2_i2, TR32161|c0_g1_i1, TR33182|c0_g1_i1, TR28266|c0_g1_i1, TR27088|c0_g1_i1, TR36184|c0_g2_i4, TR32387 50SL3|c0_g1_i4, TR34645 TDW40|c0_g1_i1, TR30176|c0_g1_i1, TR26480 RPS60|c0_g1_i1, TR34714|c5_g5_i1, TR33539|c1_g1_i1, TR33091|c0_g1_i1, TR38193|c2_g3_i1, TR32671 X Iso1|c6_g1_i3, TR35494|c3_g1_i1, TR33359 PCl|c0_g1_i1, TR20306 RPL10|c0_g1_i1, TR39029|c1_g1_i5, TR36922|c3_g1_i6, TR14886 RPL3|c0_g1_i1, TR3156 RPS40|c0_g1_i1, TR28735 S27a|c1_g1_i1, TR32273 RPL17B|c2_g1_i1, TR36909|c5_g1_i1, TR39610 GTPBP4|c0_g1_i7, TR30033|c0_g1_i1, TR25596|c0_g1_i1, TR34035|c1_g1_i1, TR27633|c0_g1_i1, TR34628 PPIase|c0_g1_i1, TR33683|c0_g1_i1, TR34046|c0_g1_i1, TR36244 RPS13|c1_g1_i1, TR31128 RPL24|c0_g2_i2, TR38338|c9_g1_i1, TR28807|c0_g1_i1, TR35954|c2_g1_i2, TR35558|c2_g2_i1, TR33116 RPS60|c2_g7_i2, TR27816|c0_g1_i1, TR3682|c0_g1_i1, TR40230|c2_g1_i4, TR31976|c1_g1_i1, TR29939|c0_g1_i5, TR27243|c0_g1_i1, TR30558|c0_g1_i1, TR38794 eIF3d|c1_g2_i1, TR34355|c0_g1_i1, TR30549|c0_g1_i1, TR30999 RPS24|c0_g1_i2, TR33598|c2_g1_i6, TR39931|c4_g8_i1, TR28530 RPS40|c1_g1_i1, TR35124 H/ACA 4|c8_g1_i1, TR29249 RPS21|c0_g1_i1, TR29389|c2_g1_i1, TR35605|c0_g2_i1, TR18789|c0_g1_i1, TR37518|c2_g3_i1, TR32195|c0_g1_i1, TR29708 RPL17|c0_g1_i1, TR31191|c0_g1_i8, TR29211|c0_g1_i9, TR38903|c3_g1_i1, TR35362 RPS15|c2_g4_i1, TR37975|c5_g2_i4, TR39002 HEMC|c3_g1_i2, TR39640|c1_g2_i4, TR23049|c0_g1_i1, TR31696|c1_g1_i1, TR31060 ARM|c0_g1_i1, TR28063|c1_g1_i1, TR24790 RPS7|c0_g1_i1, TR30170|c0_g1_i1, TR35437|c3_g1_i1, TR31846|c1_g1_i1, TR30783|c0_g1_i1, TR40377|c2_g2_i1, TR35107|c0_g3_i1, TR29132|c0_g1_i6, TR33893|c0_g1_i1, TR31283 RPL11|c0_g1_i1, TR35151 MDH|c2_g3_i3, TR31083|c1_g1_i5, TR31522|c0_g2_i1, TR34651 RPS11|c2_g2_i5, TR32841 rlmN|c0_g1_i2, TR40135|c1_g1_i2, TR30370|c0_g1_i1, TR30110 RPL21|c0_g1_i1, TR32399|c0_g1_i1, TR39782|c1_g1_i2, TR37014|c0_g2_i1, TR37445|c9_g2_i2, TR37004|c0_g1_i2, TR42917|c0_g1_i1, TR35890|c2_g1_i4, TR26407|c0_g1_i1, TR33579|c1_g1_i1, TR31630|c0_g2_i1, TR34088|c1_g1_i1, TR36089|c5_g1_i2, TR30406|c0_g1_i1, TR26870|c0_g1_i1, TR34657|c1_g1_i1, TR33004|c0_g1_i5, TR43502|c0_g1_i1, TR31572|c0_g1_i1, TR25195|c1_g1_i1"
